,,Nombre,Bt.LISTA 1,Bt.LISTA 2,Rubro,Artículo
,,"LA IRIDE ""HUELGA DE AMORES"" X 750ml","6620,00","5300,00",VINOS,1898
,,LA IRIDE CHAMP EXTRA BRUT X 750 cc,"7680,00","6050,00",VINOS,2447
,,LA IRIDE CHAMPAÑA,"7990,00","6430,00",VINOS,1620
,,LAS PERDICES ALA COLORADA ANCELLOTA X 750,"20250,00","16220,00",VINOS,1711
,,LAS PERDICES BRUT ROSÉ X750ml,"11030,00","8820,00",VINOS,1107
,,LAS PERDICES CAB SAUV X 750,"10100,00","8110,00",VINOS,1705
,,LAS PERDICES EXTRA BRUT CORTO X 750,"12130,00","9710,00",VINOS,1712
,,LAS PERDICES MALBEC X 750,"10100,00","8110,00",VINOS,1704
,,LAS PERDICES PARTRIDGE CHARDONNAY X 750,"7330,00","5880,00",VINOS,1708
,,LAS PERDICES PARTRIDGE MALBEC X 750,"7330,00","5880,00",VINOS,1707
,,LAS PERDICES RESERVA CHARDONNAY X 750,"15240,00","12200,00",VINOS,1710
,,LAS PERDICES RESERVA MALBEC X 750,"15240,00","12200,00",VINOS,1709
,,LAS PERDICES SAUVI BLANC X 750,"10100,00","8110,00",VINOS,1706
,,LAUREL EN HOJAS X KG.,"31650,00","25350,00",ESPECIAS,1350
,,LAVANDA X KG,"61330,00","49080,00",INFUSIONES Y HIERBAS,2037
,,LECHE DE ALMENDRAS X 1 L,"6790,00","5840,00",BEBIDAS,1351
,,LECHE DE COCO EN POLVO X KG,"38640,00","30950,00",BEBIDAS,1727
,,LENTEJA DE CHOCOLATE XKG,"29810,00","25430,00","DULCES, MIEL Y CHOCOLATES",2316
,,LENTEJAS TURCAS X KG,"6370,00","5090,00",GRANOS Y LEGUMBRES,1358
,,LENTEJAS X KG.,"5560,00","4460,00",GRANOS Y LEGUMBRES,1359
,,LEVADURA DE CERVEZA NUTRICIONAL X KG,"12800,00","10260,00",ESPECIAS,1360
,,LEVADURA DE CERVEZA SABOR QUESO X200GR,"12550,00","10710,00",SUPLEMENTOS,2086
,,LEVADURA LEVEX 13 g,"1000,00","840,00","AZUCAR, CACAO Y REPOSTERIA",2441
,,"LEVADURA TITAN EN COPOS X200GR ""SIN TACC""","20370,00","17370,00",SUPLEMENTOS,1458
,,MACA EN POLVO X KG.,"25590,00","20480,00",ESPECIAS,1363
,,MAGNESIO EN POLVO NATIER X150g,"29523,62","25714,12",SUPLEMENTOS,2504
,,"MAGNESIO X 50 CÁPSULAS ""NATIER""","20470,00","19150,00",SUPLEMENTOS,2056
,,"MAITAKE ""SOMOS SETAS"" X60cap","31515,00","24830,00",SUPLEMENTOS,2478
,,MAIZ BCO PISADO PARTIDO X KG,"4540,00","3670,00",GRANOS Y LEGUMBRES,1364
,,MAIZ FRITO SALADO X KG,"17510,00","14060,00",FRUTOS SECOS,1365
,,MAIZ PSINGALLO,"3010,00","2370,00",GRANOS Y LEGUMBRES,1366
,,MALVA X KG,"10260,00","8210,00",INFUSIONES Y HIERBAS,2095
,,MANGO EN TROZOS CONGELADOS  XKG,"11730,00","10010,00",PRODUCTOS CONGELADOS,2317
,,MANI C/CASCARA X KG,"6530,00","5220,00",FRUTOS SECOS,1375
,,MANI C/CHOCO SEMIAMARGO XKG,"24460,00","20860,00","DULCES, MIEL Y CHOCOLATES",2008
,,MANI JAPONES,"9930,00","7960,00",FRUTOS SECOS,1378
,,MANI SABORIZADO X KG,"6730,00","5390,00",FRUTOS SECOS,1379
,,MANI TOSTADO SALADO X KG,"5580,00","4480,00",FRUTOS SECOS,1380
,,MANI TOSTADO X KG.,"5580,00","4470,00",FRUTOS SECOS,1381
,,"MANTECA CLARIFICADA GHEE ""ENTRENUTS"" X370","16180,00","13800,00",MANTECAS Y PASTAS,2269
,,MANTECA CLARIFICADA GHEE X 150 g - COW'S PURE,"9550,00","8150,00",MANTECAS Y PASTAS,2489
,,MANTELITOS ARTESANALES (POLIÉSTER),"5950,00","5950,00",PALADEAR HOME,2307
,,"MANTEQUILLA DE MANI ""ENTRENUTS"" X 370 g","4610,00","3940,00",MANTECAS Y PASTAS,1383
,,MANZANILLA FLOR X KG,"36600,00","29340,00",INFUSIONES Y HIERBAS,1384
,,"MAPLE ""SYRUP"" JARABE DE ARCE X250ML","22870,00","20180,00","AZUCAR, CACAO Y REPOSTERIA",2096
,,MARACUYA CONGELADO X KG,"17000,00","14500,00",PRODUCTOS CONGELADOS,2186
,,MARCIANO WINE MALBEC,"12000,00","11280,00",VINOS,2088
,,MASTROENI CABERNET FRANC X 750 CC ,"6680,00","5350,00",VINOS,1159
,,MASTROENI ESP DULCE NATURAL X 750 CC ,"8090,00","6480,00",VINOS,1265
,,MASTROENI EXTRA BRUT,"8000,00","6390,00",VINOS,1700
,,MATCHA X KG,"151050,01","133280,00",INFUSIONES Y HIERBAS,2179
,,"MAYONESA ""MAYOV"" X 270GR","6210,00","5480,00",LINEA GOURMET,1905
,,MEDALLONES DURAZ.  X KG,"19230,00","15430,00",DESHIDRATADOS,1394
,,"MEDALLONES VEGETARIANOS ""KISLEV""","4520,00","3850,00",PRODUCTOS CONGELADOS,2057
,,"MELENA DE LEON EN POLVO 30 g ""SOMOS SETAS""","28560,00","25100,00",SUPLEMENTOS,2468
,,"MELENA DE LEON EXTRACTO 60cc ""SOMOS SETA""","24420,00","21460,00",SUPLEMENTOS,2380
,,MELENA DE LEON SUPPLY 60 ml,"21290,00","18710,00",SUPLEMENTOS,2337
,,"MELENA DE LEON X 60 CAPSULAS ""SOMOS SETA""","31520,00","27700,00",SUPLEMENTOS,2112
,,"MELENA+ REISHI X 60CC ""SOMOS SETA""","24420,00","21460,00",SUPLEMENTOS,2162
,,"MELENA+ASHWAGANDHA X 60CC ""SOMOS SETA""","24420,00","21460,00",SUPLEMENTOS,2116
,,MELISA  X KG,"18260,00","14610,00",INFUSIONES Y HIERBAS,2039
,,MELISA TINTURA MADRE X 60 CC,"6120,00","5220,00",SUPLEMENTOS,2371
,,"MEMBRILLITOS X30Gr ""PIZARRO""","980,00","870,00","DULCES, MIEL Y CHOCOLATES",2229
,,MENTA HOJAS X KG,"27310,00","21870,00",INFUSIONES Y HIERBAS,2040
,,MERKEN CHILENO X KG,"15650,00","13350,00",ESPECIAS,2308
,,"MERMELADA ""DOÑA MAGDALENA"" C/STEVIA ""SIN TACC""","9920,00","8460,00","DULCES, MIEL Y CHOCOLATES",2153
,,"MERMELADA DE CITRICOS ""LAS DOÑAS""","5610,00","4790,00","DULCES, MIEL Y CHOCOLATES",2123
,,"MERMELADA DE FRUTILLAS Y ARANDANOS ""LAS DOÑAS""","7160,00","6110,00","DULCES, MIEL Y CHOCOLATES",2122
,,"MERMELADA DE PERAS AL MALBEC ""LAS DOÑAS""","6970,00","5950,00","DULCES, MIEL Y CHOCOLATES",2368
,,"MERMELADA DE PERAS Y JENGIBRE ""LAS DOÑAS""","5620,00","4800,00","DULCES, MIEL Y CHOCOLATES",2124
,,"MERMELADA FRUTOS ROJOS CON STEVIA ""DOÑA MAGDALENA""","11390,00","9710,00","DULCES, MIEL Y CHOCOLATES",2435
,,MERMELADA MQA FRUTILLA X 310,"6110,00","4890,00","DULCES, MIEL Y CHOCOLATES",1902
,,MERMELADA MQA X 310,"5100,00","4090,00","DULCES, MIEL Y CHOCOLATES",1901
,,MERMELADA MQA ZANAHORIA/NARANJA X310GR,"6110,00","5370,00","DULCES, MIEL Y CHOCOLATES",1906
,,"MIEL BATIDA ""GOTAS DE ORO"" X250GR","3830,00","3270,00","DULCES, MIEL Y CHOCOLATES",2271
,,"MIEL BATIDA ""GOTAS DE ORO"" X500GR","7350,00","6280,00","DULCES, MIEL Y CHOCOLATES",2171
,,"MIEL CREMOGENADA  x 500 g ""TRES SOLES"" - FLOR DEL ALGARROBO","7310,00","6240,00","DULCES, MIEL Y CHOCOLATES",2285
,,"MIEL DE ABEJA X 1 kg ""MONTE NATURAL"" - JALEA","7820,00","6260,00","DULCES, MIEL Y CHOCOLATES",1406
,,"MIEL DE ABEJA X 250 g ""MONTE NATURAL"" - JALEA","3500,00","2810,00","DULCES, MIEL Y CHOCOLATES",1408
,,"MIEL DE ABEJA X 500 g ""MONTE NATURAL"" - JALEA","4990,00","3990,00","DULCES, MIEL Y CHOCOLATES",1410
,,"MIEL X 300 g ""TRES SOLES"" - JALEA","4600,00","3980,00","DULCES, MIEL Y CHOCOLATES",2287
,,"MIEL X 500 g ""TRES SOLES"" - JALEA","7200,00","6190,00","DULCES, MIEL Y CHOCOLATES",2286
,,MIX  4 PIMIENTAS,"57570,00","46160,00",ESPECIAS,1418
,,MIX 7 SEMILLAS SALUD X KG,"8310,00","6720,00",SEMILLAS,1415
,,MIX CERVECERO X KG,"9460,00","7600,00",FRUTOS SECOS,1416
,,MIX CITRICOS ,"42500,00","36250,00",INFUSIONES Y HIERBAS,1005
,,MIX DE SLLAS  ADELGAZ X KG,"8270,00","6680,00",SEMILLAS,1421
,,MIX FRUTOS ROJOS CONGELADOS X KILO,"16150,00","13790,00",PRODUCTOS CONGELADOS,2176
,,MIX PATAGONICO X KG,"19280,00","15460,00",FRUTOS SECOS,1426
,,MIX SALADO X KG,"16720,00","13470,00",FRUTOS SECOS,1660
,,MIX SIN PASAS PREMIUM X KG,"20530,00","16450,00",FRUTOS SECOS,2228
,,MIX SLLAS PARA ENSALADA X KG,"9960,00","8010,00",SEMILLAS,1422
,,MIX TRADICIONAL X KG,"7640,00","6120,00",FRUTOS SECOS,1429
,,MIX TROPICAL X KG.,"11730,00","9420,00",FRUTOS SECOS,1430
,,MIXTURAS ,"4900,00","3928,08",PALADEAR HOME,2443
,,MOLDES HUEVOS,"700,00","650,00","AZUCAR, CACAO Y REPOSTERIA",2499
,,MOLINILLO ACERO INOXIDABLE,"23600,00","20130,00",PALADEAR HOME,2250
,,MOLINILLO CAFE CERAMICA ,"30460,00","25960,00",PALADEAR HOME,2011
,,"MORINGA TINTURA MADRE X60cc ""EL NATURALISTA""","6640,00","5680,00",SUPLEMENTOS,2276
,,MORTERO MARMOL,"24960,00","23000,00",PALADEAR HOME,2251
,,MOSTAZA CON MIEL ORGANICA 190gr,"7250,00","5710,00",LINEA GOURMET,2476
,,MOSTAZA DIJON 170gr,"8600,00","6780,00",LINEA GOURMET,2477
,,MOSTAZA EN GRANOS X KG,"8120,00","6530,00",ESPECIAS,1436
,,"NAD X 60 cápsulas ""EL NATURALISTA""","12160,00","10390,00",SUPLEMENTOS,2333
,,"NAD+RESVERATROL X 60 cápsulas ""EL NATURALISTA""","22130,00","18870,00",SUPLEMENTOS,2334
,,NENCIA TINTURA MADRE  X 60 CC,"9610,00","8200,00",SUPLEMENTOS,2373
,,NMN nicotinamida mononucleotido,"53530,02","46622,92",SUPLEMENTOS,2505
,,NUECES CONFITADAS X 100 g,"6000,00","6000,00","DULCES, MIEL Y CHOCOLATES",1957
,,NUEZ CON CASCARA X KG,"9920,00","7940,00",FRUTOS SECOS,1446
,,NUEZ CUARTILLO X KG,"18520,00","14580,00",FRUTOS SECOS,1441
,,NUEZ CUARTOS X KG,"17330,00","13650,00",FRUTOS SECOS,1445
,,NUEZ DE BRASIL XKG,"60160,00","51320,00",FRUTOS SECOS,2500
,,NUEZ MARIPOSA EXTRA LIGHT X KG,"20650,00","16270,00",FRUTOS SECOS,1716
,,NUEZ MARIPOSA LIGHT X KG,"18470,00","14550,00",FRUTOS SECOS,1450
,,NUEZ MOSCADA ENTERA X KG,"56730,00","45420,00",ESPECIAS,1451
,,NUEZ MOSCADA MOLIDA X KG.,"25540,00","20470,00",ESPECIAS,1452
,,NULO,"0,00","0,00",OTROS,0
,,OMEGA 3-SYNERGY 60 cap,"24060,00","22500,00",SUPLEMENTOS,2189
,,OREGANO  KG.,"9070,00","7290,00",ESPECIAS,1455
,,OREGANO SINERGICO X30ml,"9734,99","8555,00",SUPLEMENTOS,1972
,,ORTIGA TINTURA MADRE X 60 CC,"6890,00","5880,00",SUPLEMENTOS,2372
,,PALO SANTO X30GR,"1951,90","1620,67",PALADEAR HOME,2421
,,PANKO X KG,"4090,00","3290,00",HARINAS,1670
,,PASAS DE UVA C/CHOCO XKG,"38640,00","32950,00","DULCES, MIEL Y CHOCOLATES",2009
,,PASAS DE UVA CEREZA CON SEMILLA X KG,"2800,00","2260,00",DESHIDRATADOS,2440
,,PASAS MOROCHA JUMBO  X KG,"7050,00","6690,00",DESHIDRATADOS,1459
,,PASAS MOROCHAS SIN SEMILLA X KG,"6720,00","5420,00",DESHIDRATADOS,1955
,,PASAS RUBIA SIN SLLA X KG,"10790,00","8680,00",DESHIDRATADOS,1461
,,PASIONARIA TINTURA MADRE X 6O CC,"6890,00","5880,00",SUPLEMENTOS,2374
,,PASTA ACEITUNAS CONDIM. 200 g,"4840,00","3820,00",LINEA GOURMET,2471
,,"PASTA ACEITUNAS NEGRAS X 200 g ""AGROIANNI""","4310,00","3450,00",LINEA GOURMET,1463
,,"PASTA ACEITUNAS VERDES X 200 g ""AGROIANNI""","4310,00","3460,00",LINEA GOURMET,1464
,,PASTA DE AJI PICANTE X 90 GR,"4290,00","3510,00",LINEA GOURMET,1465
,,"PASTA DE AJOS X 200 g ""AGROIANNI""","3540,00","2830,00",LINEA GOURMET,1468
,,PEPERINA X KG,"45640,00","37360,00",INFUSIONES Y HIERBAS,2397
,,PEPINILLOS EN VIN. X 200 GR,"4530,00","3640,00",ENCURTIDOS,1483
,,PEPINOS AGRID X 200 GR,"4840,00","3870,00",ENCURTIDOS,1486
,,PERAS WILLIAMS X KG,"17330,00","13900,00",DESHIDRATADOS,1488
,,PEREJIL EN HOJAS X KG.,"18280,00","14670,00",ESPECIAS,1489
,,PERRO CALLEJERO MALBEC X 750CC,"9790,00","7850,00",VINOS,1492
,,PESTO X KG,"12990,00","10470,00",ESPECIAS,1495
,,PETALOS DE ROSA XKG,"114955,50","94054,50",INFUSIONES Y HIERBAS,1789
,,PICKLES MIXTOS X 200 GR,"3440,00","2780,00",ENCURTIDOS,1501
,,PIMENTON AHUMADO X KG,"12660,00","10150,00",ESPECIAS,1502
,,PIMENTON EXTRA X KG,"12530,00","10060,00",ESPECIAS,1505
,,PIMENTÓN PICANTE X KG,"12040,00","9640,00",ESPECIAS,1506
,,PIMIENTA BCA  EN GRANO X KG,"56700,00","45410,00",ESPECIAS,1508
,,PIMIENTA BCA MOLIDA X KG,"57500,00","46050,00",ESPECIAS,1510
,,PIMIENTA CAYENA MOLIDA X KG.,"13870,00","11100,00",ESPECIAS,1511
,,PIMIENTA JAMAICA X KG,"50940,00","40770,00",ESPECIAS,2264
,,PIMIENTA NEGRA EN GRANO X KG.,"32280,00","25860,00",ESPECIAS,1512
,,PIMIENTA NEGRA MOLIDA X KG,"37490,00","30030,00",ESPECIAS,1513
,,PIMIENTOS ENTEROS X 200 GR ,"5340,00","4280,00",ENCURTIDOS,1517
,,PIÑA CONGELADA X KG,"15300,00","13050,00",PRODUCTOS CONGELADOS,1520
,,PISTACHOS CON CÁSCARA X KG,"46230,00","40260,00",FRUTOS SECOS,1522
,,PISTACHOS NATURALES SIN CÁCARA X KG,"94820,00","82590,00",FRUTOS SECOS,2369
,,PITA CHIPS DE MASA MADRE - ALMADRE ,"3210,00","2740,00",SNACK,2486
,,PLATA COLOIDAL X100ML,"11910,00","10150,00",SUPLEMENTOS,2132
,,POLEN X KG,"28490,00","22800,00",ESPECIAS,2092
,,POLVO  PARA HORNEAR X KG,"5030,00","4090,00","AZUCAR, CACAO Y REPOSTERIA",2348
,,POLVO P/HORENAR X 250 g SIN TACC - DICOMERE,"2780,00","2370,00",PRODUCTOS SIN TACC,2410
,,POLVO PARA HORNEAR X 50 GR,"540,00","420,00","AZUCAR, CACAO Y REPOSTERIA",1523
,,POROTO ALUBIA KG,"5350,00","4290,00",GRANOS Y LEGUMBRES,1525
,,POROTO COLORADO X KG.,"5640,00","4520,00",GRANOS Y LEGUMBRES,1526
,,POROTO MANTECA X KG.,"6540,00","5250,00",GRANOS Y LEGUMBRES,1527
,,POROTO MUNG X KG,"3860,00","3120,00",GRANOS Y LEGUMBRES,1528
,,POROTO NEGRO X KG.,"3890,00","3140,00",GRANOS Y LEGUMBRES,1529
,,POROTOS CONDIM X 200 GR,"4650,00","3730,00",ENCURTIDOS,1530
,,POROTOS DE SOJA X KG,"3320,00","2740,00",GRANOS Y LEGUMBRES,1532
,,POROTOS PALLARES X KG,"10410,00","8350,00",GRANOS Y LEGUMBRES,1533
,,"POTASIO+MAGNESIO 30cap ""El Naturalista""","10029,99","8260,00",SUPLEMENTOS,2211
,,"PREMEZCLA BIZCOCHUELO ""DELICEL"" X500GR SIN TACC","4960,00","4230,00",PRODUCTOS SIN TACC,2332
,,PREMEZCLA P/PANIFI S/ TACC X 1 KG,"8600,00","6890,00",PRODUCTOS SIN TACC,1539
,,"PREMEZCLA PIZZA ""DELICEL"" X500GR SIN TACC","4960,00","4230,00",PRODUCTOS SIN TACC,2167
,,PREMEZCLA SIN TACC UNIVERSAL PANADERIA REPOSTERÍA Y PASTAS X 500 g - DELICEL ,"4230,00","3610,00",PRODUCTOS SIN TACC,2490
,,PRENSA FRANCESA 350ml,"18820,00","15500,00",PALADEAR HOME,2495
,,PRENSA FRANCESA 600ml,"22650,00","18650,00",PALADEAR HOME,2496
,,PRENSA FRANCESA 800 ml,"25000,00","21000,00",PALADEAR HOME,2425
,,PROBIOTICOS KYIOJIN X 60 ML,"21310,00","18570,00",SUPLEMENTOS,2180
,,PROPOLEO LIQ X 100ml El Naturalista,"8080,00","6660,00",SUPLEMENTOS,2221
,,"PROPOLEO PLUS+CURCUMA,JENGIBRE Y TOMILLO 250ml","12858,02","11198,92",SUPLEMENTOS,2503
,,"PROPOLEO SPRAY 30 cc ""EL NATURALISTA""","4690,00","4000,00",SUPLEMENTOS,2401
,,"PROSTASANA X 30 COMPR. ""EL NATURALISTA""","9400,00","7350,00",SUPLEMENTOS,1900
,,PROTEINA AISALDA DE SUERO X KG,"14130,00","11310,00",SUPLEMENTOS,2239
,,PROVENZAL X KG.,"17360,00","13940,00",ESPECIAS,1545
,,PSYLLIUM MOLIDO X KG,"87890,00","70310,00",INFUSIONES Y HIERBAS,2420
,,PSYLLIUM SEMILLA X KG,"38470,00","32140,00",SEMILLAS,2413
,,QUINOA INFLADA X KG.,"13580,00","10900,00",CEREALES,1549
,,QUINOA X KG,"13930,00","11400,00",SEMILLAS,1551
,,REBOZADOR S/GLUTEN X 500 GR,"4710,00","3790,00",PRODUCTOS SIN TACC,1553
,,"REDUCTOR BLISTER  X 10 COMP.""EL NATURALISTA""","2880,00","2400,00",SUPLEMENTOS,2168
,,"REISHI X 60 CAPSULAS ""SOMOS SETA""","25050,00","23720,00",SUPLEMENTOS,2113
,,"REISHI X 60 CC ""SOMOS SETA""","24420,00","21020,00",SUPLEMENTOS,2412
,,"RELAX BLEND X50CAP. ""NATIER""","22460,00","20570,00",SUPLEMENTOS,2295
,,"RESVERATROL X 30 ""EL NATURALISTA""","14630,00","12480,00",SUPLEMENTOS,2212
,,"RESVERATROL X 50 CÁPSULAS ""NATIER""","22450,00","19560,00",SUPLEMENTOS,2050
,,"RHODIOLA ROSEA EXTRACTO X60cc ""SOMOS SETAS""","24420,00","19240,00",SUPLEMENTOS,2480
,,"RHODIOLA ROSEA POLVO ""SOMOS SETAS""","28545,00","25085,00",SUPLEMENTOS,2472
,,"RHODIOLA X60 CAPSULAS ""SOMOS SETAS""","31515,00","24830,00",SUPLEMENTOS,2479
,,RODAJAS NARANJA DESHIDR X 1 KG,"42500,00","36250,00",DESHIDRATADOS,1692
,,ROMERO EN HOJAS X KG.,"15600,00","12490,00",ESPECIAS,1555
,,ROSA MOSQUETA X KG,"54660,00","43730,00",INFUSIONES Y HIERBAS,2093
,,SAHUMEADOR CHICO CEMENTO,"1630,00","1380,00",PALADEAR HOME,2071
,,SAHUMEADOR GRANDE COLOR,"2590,00","2200,00",PALADEAR HOME,2070
,,"SAHUMERIO MOMENTOS X5 ""AROMANZA""","2420,00","2050,00",PALADEAR HOME,2065
,,"SAHUMERIO TIBETANO X8 ""AROMANZA""","3410,00","2890,00",PALADEAR HOME,2066
,,SAHUMERIOS CON PORTASAHUMERIO AROMANZA,"5870,00","5230,00",PALADEAR HOME,2329
,,"SAHUMO LIMPIEZA ENERGENTICA ""SAGRADA MADRE""","2190,00","1980,00",PALADEAR HOME,2064
,,SAL DEL HIMALAYA FINA X 1 KG,"4940,00","3980,00",ESPECIAS,1557
,,SAL DEL HIMALAYA GRUESA X KG.,"5950,00","4790,00",ESPECIAS,1558
,,SAL DIETETICA NATURAL ,"3490,00","2990,00",ESPECIAS,2376
,,SAL MARINA FINA X 500 GR.,"3510,00","2820,00",ESPECIAS,1561
,,SAL MARINA GRUESA X 500 GR,"3510,00","2830,00",ESPECIAS,1562
,,SALERO/PIMENTERO,"4030,00","3830,00",PALADEAR HOME,2419
,,SALES DE BAÑO,"5000,00","4000,00",PALADEAR HOME,1251
,,SALSA AJI PICANTE X 180 CC,"7170,00","5810,00",LINEA GOURMET,1687
,,SALSA CESAR 250 GR,"6920,00","5530,00",LINEA GOURMET,1803
,,SALSA CHIMICHURRI  X 250 GR,"6910,00","5530,00",LINEA GOURMET,1566
,,SALSA DE SOJA X 180 CC,"5240,00","4240,00",LINEA GOURMET,1571
,,SALSA INGLESA x180cc,"6715,50","5291,00",LINEA GOURMET,2502
,,SALSA JALAPEÑO ROJA X 180 CC,"7400,00","5980,00",LINEA GOURMET,1573
,,SALSA JALAPEÑO VERDE X 180 CC,"7400,00","5980,00",LINEA GOURMET,1683
,,SALSA SOJA X 1 L,"13730,00","11000,00",LINEA GOURMET,1574
,,SALSA TAHINE,"12080,00","9670,00",LINEA GOURMET,2144
,,SALSA TERIYAKI X 250 CC,"6110,00","4930,00",LINEA GOURMET,1575
,,SALVADO DE AVENA X KG,"3960,00","3200,00",HARINAS,1576
,,SALVADO DE TRIGO GRUESO X 1 KG,"2600,00","2140,00",HARINAS,1577
,,SALVIA OFICINAL,"16990,00","13390,00",INFUSIONES Y HIERBAS,1578
,,SCHISANDRA SUPPLY 60 ml,"22940,00","20160,00",SUPLEMENTOS,2339
,,"SELENIO QUELADO ""NATIER"" X 50 CAP","21950,00","20540,00",SUPLEMENTOS,2320
,,SEMILLA DE AMAPOLA X KG.,"20570,00","16500,00",SEMILLAS,1581
,,SEMILLA DE AMARANTO X KG,"16720,00","13390,00",SEMILLAS,1582
,,SEMILLA DE CHIA NAC X KG.,"14380,00","11590,00",SEMILLAS,1583
,,SEMILLA DE GIRASOL X KG.,"7990,00","6440,00",SEMILLAS,1585
,,SEMILLA DE LINO X KG,"5730,00","4700,00",SEMILLAS,1586
,,SEMILLA DE ZAPALLO PELADO X KG.,"23790,00","19090,00",SEMILLAS,1587
,,SEMILLAS HINOJO,"11710,00","9370,00",SEMILLAS,2433
,,SEMOLIN DE TRIGO X KG,"2370,00","1930,00",HARINAS,1588
,,SEN FOLICULOS X KG,"46440,00","37140,00",INFUSIONES Y HIERBAS,2036
,,SEN HOJAS X KG,"7360,00","6480,00",INFUSIONES Y HIERBAS,2322
,,SESAMO BLANCO X KG.,"10240,00","8240,00",SEMILLAS,1589
,,SESAMO NEGRO X KG,"16870,00","13540,00",SEMILLAS,1591
,,SHITAKE X 60 CAPS. SOMOS SETAS ,"31520,00","24830,00",SUPLEMENTOS,2507
,,SPIRULINA CONCENTRADA NATIER x 50 cápsulas,"20470,00","19160,00",SUPLEMENTOS,2349
,,SPIRULINA EN POLVO X KG,"46520,00","37230,00",SUPLEMENTOS,2256
,,"SPIRULINA X 10 COMP. ""EL NATURALISTA""","2540,00","2170,00",SUPLEMENTOS,2081
,,STEVIA HOJAS X KG,"34160,00","27330,00","AZUCAR, CACAO Y REPOSTERIA",2178
,,"STEVIA LIQUIDA X120 ""SIN TACC""","7100,00","6070,00","AZUCAR, CACAO Y REPOSTERIA",2099
,,"STEVIA SOBRES X100 ""SIN TACC""","5950,00","5080,00","AZUCAR, CACAO Y REPOSTERIA",2098
,,"SYRUP DE DATILES ""LYNA""","17170,00","15150,00","AZUCAR, CACAO Y REPOSTERIA",2439
,,TARRITOS PARA MATE,"9990,00","9990,00",PALADEAR HOME,2305
,,TAZA VIDRIO ,"8700,00","7440,00",PALADEAR HOME,2437
,,TE DE BURRO X KG,"26210,00","20970,00",INFUSIONES Y HIERBAS,2035
,,TE NEGRO X KG ,"10520,00","8430,00",INFUSIONES Y HIERBAS,1618
,,TE ROJO X KG,"10520,00","8440,00",INFUSIONES Y HIERBAS,1619
,,TE VERDE X KG,"10520,00","8430,00",INFUSIONES Y HIERBAS,2048
,,TETERA CUADRADA 550 ml,"20500,00","17500,00",PALADEAR HOME,2457
,,TETERA CUADRADA 950 ml,"25000,00","22000,00",PALADEAR HOME,2458
,,TETERA REDONDA 1L ,"33850,00","29750,00",PALADEAR HOME,2452
,,TETERA REDONDA 800 ml,"30160,00","26500,00",PALADEAR HOME,2451
,,TEXTURIZADO DE SOJA X KG,"4040,00","3270,00",HARINAS,1621
,,TILO EN HOJAS,"126570,00","101250,00",INFUSIONES Y HIERBAS,2347
,,TOFU SOYANA ORGÁNICO 350 g,"11360,00","10220,00",PRODUCTOS DE FRIO,2327
,,TOMATE CONDIM X 1 KG,"4690,00","3790,00",TOMATE TRITURADO,1630
,,"TOMATE DESECADOS CONDIMENTADOS X 330 g ""AGROIANNI"" ","5770,00","4620,00",LINEA GOURMET,1631
,,TOMATE SECOS X KG,"16580,00","13300,00",DESHIDRATADOS,1632
,,TOMATE TRITURADO X 1 KG,"1860,00","1500,00",TOMATE TRITURADO,1627
,,TOMATE TRITURADO X 500 GR,"1520,00","1230,00",TOMATE TRITURADO,1628
,,TOMILLO X KG,"13390,00","10720,00",ESPECIAS,1633
,,"TOSTADAS RISKY  ""SIN TACC""","2040,00","1740,00",PRODUCTOS SIN TACC,2107
,,"TOSTADITAS DE ARROZ DELICEL ""SIN TACC""","2000,00","1480,00",PRODUCTOS SIN TACC,1783
,,"TREMELLA EN CAPSULAS ""SOMOS SETAS""","31514,99","24829,99",SUPLEMENTOS,2494
,,"TREMELLA EN POLVO 30 g ""SOMOS SETAS""""","27230,00","23930,00",SUPLEMENTOS,2464
,,"TREMELLA EXTRACTO 60 cc ""SOMOS SETAS""","24430,00","21470,00",SUPLEMENTOS,2465
,,TRIGO BURGOL X KG,"5280,00","4270,00",GRANOS Y LEGUMBRES,1634
,,TRIGO CANDEAL X KG,"3210,00","2570,00",GRANOS Y LEGUMBRES,2379
,,TRIGO SARRACENO PELADO X KG,"12589,49","9918,99",GRANOS Y LEGUMBRES,2474
,,TUTUCAS CON AZUCAR X KG,"5470,00","4400,00",CEREALES,1635
,,TUTUCAS SIN AZUCAR X KG,"5220,00","4170,00",CEREALES,1636
,,"VALERIANA BLISTER  X 10 COMP. ""EL NATURALISTA""","3150,00","2640,00",SUPLEMENTOS,2175
,,VALERIANA TINTURA MADRE X 60 CC,"7650,00","6530,00",SUPLEMENTOS,2375
,,,,,,
,,VELON BURBUJA,"3000,00","2990,00",PALADEAR HOME,2405
,,"VERMUTH  ""AQUI Y AHORA"" ","7650,00","6530,00",VINOS,2392
,,"VINAGRE  DE SIDRA DE MANZANA ""VERDE VIDA"" X 500 ML","11050,00","10100,00",SUPLEMENTOS,2364
,,VINAGRE DE ALCOHOL X 1 L,"1710,00","1340,00",ACEITES Y VINAGRES,1637
,,VINAGRE DE MANZANA X 1 L,"3290,00","2600,00",ACEITES Y VINAGRES,1638
,,"VINAGRE DE SIDRA DE MANZANA X 250  ML ""NATIER""","15510,00","13510,00",SUPLEMENTOS,2227
